Restaurant name,Neighborhood,Borough,Median Household Income,Neighborhood Latitude,Neighborhood Longitude,Pop./km2,Competitors,Venue Category,Venue Latitude,Venue Longitude
Pierogi Boys_227,Downtown,Brooklyn,51867.85106382979,40.69084402109802,-73.98346337431099,14153.791939373066,Pierogi Boys,Polish Restaurant,40.691220859221744,-73.98284443270168
Yaso Tangbao_228,Downtown,Brooklyn,51867.85106382979,40.69084402109802,-73.98346337431099,14153.791939373066,Yaso Tangbao,Shanghai Restaurant,40.6917408392508,-73.9864016523643
Korilla BBQ_229,Downtown,Brooklyn,51867.85106382979,40.69084402109802,-73.98346337431099,14153.791939373066,Korilla BBQ,Asian Restaurant,40.693803246129896,-73.98584345703024
CAVA_230,Downtown,Brooklyn,51867.85106382979,40.69084402109802,-73.98346337431099,14153.791939373066,CAVA,Mediterranean Restaurant,40.69246079999999,-73.9885293
Wiki Wiki_231,Downtown,Brooklyn,51867.85106382979,40.69084402109802,-73.98346337431099,14153.791939373066,Wiki Wiki,Hawaiian Restaurant,40.6912750101908,-73.98255604335952
Pret A Manger_232,Downtown,Brooklyn,51867.85106382979,40.69084402109802,-73.98346337431099,14153.791939373066,Pret A Manger,French Restaurant,40.693554999999996,-73.985378
Bijan's_233,Downtown,Brooklyn,51867.85106382979,40.69084402109802,-73.98346337431099,14153.791939373066,Bijan's,Middle Eastern Restaurant,40.68805324104734,-73.98673996218325
Pollo d'Oro_234,Downtown,Brooklyn,51867.85106382979,40.69084402109802,-73.98346337431099,14153.791939373066,Pollo d'Oro,Peruvian Restaurant,40.694822728556545,-73.98337284616937
Bigeye Sushi_235,Downtown,Brooklyn,51867.85106382979,40.69084402109802,-73.98346337431099,14153.791939373066,Bigeye Sushi,Sushi Restaurant,40.693227,-73.985739
Doner Kebab NYC_236,Downtown,Brooklyn,51867.85106382979,40.69084402109802,-73.98346337431099,14153.791939373066,Doner Kebab NYC,Kebab Restaurant,40.692115602421204,-73.98749254840996
Luciano's_237,Downtown,Brooklyn,51867.85106382979,40.69084402109802,-73.98346337431099,14153.791939373066,Luciano's,Italian Restaurant,40.693985660266506,-73.98542137408862
Westville DUMBO_238,Dumbo,Brooklyn,51867.85106382979,40.70317632822693,-73.98875280745041,14153.791939373066,Westville DUMBO,American Restaurant,40.70202078928088,-73.98959649143548
Cecconi's_239,Dumbo,Brooklyn,51867.85106382979,40.70317632822693,-73.98875280745041,14153.791939373066,Cecconi's,Italian Restaurant,40.703893,-73.991609
Celestine_240,Dumbo,Brooklyn,51867.85106382979,40.70317632822693,-73.98875280745041,14153.791939373066,Celestine,Mediterranean Restaurant,40.70453731730521,-73.98802621918485
Atrium DUMBO_241,Dumbo,Brooklyn,51867.85106382979,40.70317632822693,-73.98875280745041,14153.791939373066,Atrium DUMBO,American Restaurant,40.70341,-73.990464
Gran Eléctrica_242,Dumbo,Brooklyn,51867.85106382979,40.70317632822693,-73.98875280745041,14153.791939373066,Gran Eléctrica,Mexican Restaurant,40.70257045188692,-73.99309610288697
Landhaus Under the Manhattan Bridge_243,Dumbo,Brooklyn,51867.85106382979,40.70317632822693,-73.98875280745041,14153.791939373066,Landhaus Under the Manhattan Bridge,German Restaurant,40.70322366031771,-73.98790550925789
Luke's Lobster_244,Dumbo,Brooklyn,51867.85106382979,40.70317632822693,-73.98875280745041,14153.791939373066,Luke's Lobster,Seafood Restaurant,40.70344127695469,-73.99409104059436
Los Papis_245,Dumbo,Brooklyn,51867.85106382979,40.70317632822693,-73.98875280745041,14153.791939373066,Los Papis,Latin American Restaurant,40.70208679837193,-73.98504432967793
SUGARCANE raw bar grill_246,Dumbo,Brooklyn,51867.85106382979,40.70317632822693,-73.98875280745041,14153.791939373066,SUGARCANE raw bar grill,Restaurant,40.703876408868204,-73.99249221706286
AlMar_247,Dumbo,Brooklyn,51867.85106382979,40.70317632822693,-73.98875280745041,14153.791939373066,AlMar,Italian Restaurant,40.702585,-73.98905400000001
Noodle Pudding_248,Dumbo,Brooklyn,51867.85106382979,40.70317632822693,-73.98875280745041,14153.791939373066,Noodle Pudding,Italian Restaurant,40.69971472420424,-73.99176882165305
Henry's End_249,Dumbo,Brooklyn,51867.85106382979,40.70317632822693,-73.98875280745041,14153.791939373066,Henry's End,New American Restaurant,40.69960958452727,-73.99198347062159
DUMBO House Dining Room_250,Dumbo,Brooklyn,51867.85106382979,40.70317632822693,-73.98875280745041,14153.791939373066,DUMBO House Dining Room,New American Restaurant,40.703685,-73.992079
Cali Ají Con Sabor_635,East Elmhurst,Queens,57813.625,40.7640732388309,-73.86704147658772,23067.0,Cali Ají Con Sabor,South American Restaurant,40.76233285657774,-73.87072127459737
VIVID Caribbean American Bistro_1359,East Flatbush,Brooklyn,50889.0,40.64171776668961,-73.93610256185836,14153.791939373066,VIVID Caribbean American Bistro,Caribbean Restaurant,40.64202483399925,-73.93263601861081
Kennedy Fried Chicken_1360,East Flatbush,Brooklyn,50889.0,40.64171776668961,-73.93610256185836,14153.791939373066,Kennedy Fried Chicken,Fast Food Restaurant,40.64158233070396,-73.9380090655588
China Express_1361,East Flatbush,Brooklyn,50889.0,40.64171776668961,-73.93610256185836,14153.791939373066,China Express,Chinese Restaurant,40.641632,-73.93759399999999
Mountain Bird_325,East Harlem,Manhattan,76935.85714285714,40.79224946663033,-73.94418223148523,20477.0,Mountain Bird,French Restaurant,40.79342491351274,-73.94105245729023
Cascolate Latin Bistro_326,East Harlem,Manhattan,76935.85714285714,40.79224946663033,-73.94418223148523,20477.0,Cascolate Latin Bistro,Mexican Restaurant,40.79278747455707,-73.9408299039993
Lupita's Restaurant_327,East Harlem,Manhattan,76935.85714285714,40.79224946663033,-73.94418223148523,20477.0,Lupita's Restaurant,Mexican Restaurant,40.790158890225456,-73.94292951878377
Malii_328,East Harlem,Manhattan,76935.85714285714,40.79224946663033,-73.94418223148523,20477.0,Malii,Thai Restaurant,40.789524977200365,-73.94323226322045
El Aguila_329,East Harlem,Manhattan,76935.85714285714,40.79224946663033,-73.94418223148523,20477.0,El Aguila,Mexican Restaurant,40.7904640216751,-73.94760191291729
Cafe Ollin_330,East Harlem,Manhattan,76935.85714285714,40.79224946663033,-73.94418223148523,20477.0,Cafe Ollin,Mexican Restaurant,40.79106649607545,-73.93959460113426
Amor Cubano_331,East Harlem,Manhattan,76935.85714285714,40.79224946663033,-73.94418223148523,20477.0,Amor Cubano,Cuban Restaurant,40.79482949014717,-73.94253551564837
El Chevere Cuchifritos_332,East Harlem,Manhattan,76935.85714285714,40.79224946663033,-73.94418223148523,20477.0,El Chevere Cuchifritos,Latin American Restaurant,40.79399379623322,-73.94297138354591
El Caribeno_333,East Harlem,Manhattan,76935.85714285714,40.79224946663033,-73.94418223148523,20477.0,El Caribeno,Spanish Restaurant,40.79155043218609,-73.94672307784491
Lechonera El Barrio_334,East Harlem,Manhattan,76935.85714285714,40.79224946663033,-73.94418223148523,20477.0,Lechonera El Barrio,Latin American Restaurant,40.789868353790936,-73.9465272075721
Absolute Thai Restaurant_335,East Harlem,Manhattan,76935.85714285714,40.79224946663033,-73.94418223148523,20477.0,Absolute Thai Restaurant,Thai Restaurant,40.78920165381754,-73.94844039571389
Ranch Market_336,East Harlem,Manhattan,76935.85714285714,40.79224946663033,-73.94418223148523,20477.0,Ranch Market,Restaurant,40.794385476388705,-73.94900984196991
Lupita's Restaurant_337,East Harlem,Manhattan,76935.85714285714,40.79224946663033,-73.94418223148523,20477.0,Lupita's Restaurant,Mexican Restaurant,40.789140353568115,-73.94834972264611
Santa Anita Deli Grocery_338,East Harlem,Manhattan,76935.85714285714,40.79224946663033,-73.94418223148523,20477.0,Santa Anita Deli Grocery,Mexican Restaurant,40.78841166283853,-73.94628324758723
Popeyes Louisiana Kitchen_1362,East New York,Brooklyn,32973.0,40.669925700847045,-73.88069863917366,14153.791939373066,Popeyes Louisiana Kitchen,Fast Food Restaurant,40.666255,-73.882678
Golden China_1363,East New York,Brooklyn,32973.0,40.669925700847045,-73.88069863917366,14153.791939373066,Golden China,Asian Restaurant,40.67139597361685,-73.88142074252401
Wah On_1364,East New York,Brooklyn,32973.0,40.669925700847045,-73.88069863917366,14153.791939373066,Wah On,Chinese Restaurant,40.66999328131279,-73.88417858356823
Crown Fried Chicken_1365,East New York,Brooklyn,32973.0,40.669925700847045,-73.88069863917366,14153.791939373066,Crown Fried Chicken,Fast Food Restaurant,40.666557919263965,-73.88294086107615
Piggys Restaurant_1366,East New York,Brooklyn,32973.0,40.669925700847045,-73.88069863917366,14153.791939373066,Piggys Restaurant,Spanish Restaurant,40.666367,-73.88296
New Beginning West Indian And American Cuisine_1367,East New York,Brooklyn,32973.0,40.669925700847045,-73.88069863917366,14153.791939373066,New Beginning West Indian And American Cuisine,Caribbean Restaurant,40.67315353790367,-73.87764082384443
la bona pizza_1368,East New York,Brooklyn,32973.0,40.669925700847045,-73.88069863917366,14153.791939373066,la bona pizza,Fast Food Restaurant,40.67414093017578,-73.8824691772461
El Nuevo Bohio_63,East Tremont,Bronx,37816.89473684211,40.84269615786053,-73.88735617532338,14353.379074112518,El Nuevo Bohio,Paella Restaurant,40.84395553013674,-73.8880245990623
Checkers_64,East Tremont,Bronx,37816.89473684211,40.84269615786053,-73.88735617532338,14353.379074112518,Checkers,Fast Food Restaurant,40.845384398425686,-73.89061376452445
Alex's Tacos_65,East Tremont,Bronx,37816.89473684211,40.84269615786053,-73.88735617532338,14353.379074112518,Alex's Tacos,Mexican Restaurant,40.844453,-73.88961499999998
El Valle Restaurant_66,East Tremont,Bronx,37816.89473684211,40.84269615786053,-73.88735617532338,14353.379074112518,El Valle Restaurant,Restaurant,40.8447402308582,-73.88973939863966
Kura_1369,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Kura,Japanese Restaurant,40.726802644699376,-73.98344407523645
Cafe Mogador_1370,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Cafe Mogador,Moroccan Restaurant,40.72727735358458,-73.98450529800188
Westville East_1371,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Westville East,American Restaurant,40.7284276229589,-73.98189363635092
Thursday Kitchen_1372,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Thursday Kitchen,Korean Restaurant,40.727660587863404,-73.98376058578447
smor_1373,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,smor,Scandinavian Restaurant,40.72929544395153,-73.9815205335617
Xe Máy Sandwich Shop_1374,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Xe Máy Sandwich Shop,Vietnamese Restaurant,40.727435002070386,-73.98483464336337
Miss Lily's 7A_1375,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Miss Lily's 7A,Caribbean Restaurant,40.726058039745865,-73.98368581540872
Raclette_1376,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Raclette,Swiss Restaurant,40.728835877525746,-73.98077759895865
TabeTomo_1377,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,TabeTomo,Ramen Restaurant,40.72688545881415,-73.98292005947884
Hanoi House_1378,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Hanoi House,Vietnamese Restaurant,40.7269053677238,-73.98360309256832
Avant Garden_1379,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Avant Garden,Vegetarian / Vegan Restaurant,40.726161135415424,-73.98386607655708
Chinese Graffiti_1380,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Chinese Graffiti,Chinese Restaurant,40.728282,-73.981952
Superiority Burger_1381,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Superiority Burger,Vegetarian / Vegan Restaurant,40.72754947104764,-73.9832897923765
Pylos_1382,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Pylos,Greek Restaurant,40.7261887186205,-73.9839939152354
Momofuku Noodle Bar_1383,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Momofuku Noodle Bar,Ramen Restaurant,40.729133306815974,-73.98426514558433
Au Za'atar_1384,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Au Za'atar,Middle Eastern Restaurant,40.729091639204285,-73.98136338978036
Zadie's Oyster Room_1385,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Zadie's Oyster Room,Seafood Restaurant,40.72974970399584,-73.98284958612021
Yuca Bar & Restaurant_1386,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Yuca Bar & Restaurant,Tapas Restaurant,40.726055187748855,-73.98363284440495
Taqueria St. Marks_1387,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Taqueria St. Marks,Mexican Restaurant,40.72778124860631,-73.98553519116716
Empellón Al Pastor_1388,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Empellón Al Pastor,Mexican Restaurant,40.726710499999996,-73.98346190000001
Papilles_1389,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Papilles,French Restaurant,40.726287,-73.983925
Ho Foods_1390,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Ho Foods,Taiwanese Restaurant,40.726520705058796,-73.98466190886097
Xi'an Famous Foods_1391,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Xi'an Famous Foods,Chinese Restaurant,40.727682104727776,-73.98552485097169
Hearth_1392,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Hearth,Italian Restaurant,40.730032,-73.983304
El Camion Cantina_1393,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,El Camion Cantina,Mexican Restaurant,40.72914507368678,-73.98125906835013
Málà Project_1394,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Málà Project,Chinese Restaurant,40.727126,-73.98545
Luke's Lobster_1395,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Luke's Lobster,Seafood Restaurant,40.72686042258368,-73.98543075201312
The Brindle Room_1396,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,The Brindle Room,American Restaurant,40.728154136338354,-73.98284148552706
Ladybird_1397,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Ladybird,Vegetarian / Vegan Restaurant,40.72651436911113,-73.98466888002646
Little Tong Noodle Shop_1398,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Little Tong Noodle Shop,Chinese Restaurant,40.72941435879475,-73.98411177859238
Oiji_1399,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Oiji,Korean Restaurant,40.727168125595306,-73.98564524259254
Arepa Factory_1400,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Arepa Factory,Arepa Restaurant,40.72742835056779,-73.98256948669845
Caracas Arepa Bar_1401,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Caracas Arepa Bar,Arepa Restaurant,40.726843475129655,-73.985446728216
Tatsu Ramen_1402,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Tatsu Ramen,Ramen Restaurant,40.72902614615359,-73.98434553114893
Buenos Aires_1403,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Buenos Aires,Argentinian Restaurant,40.72522845614682,-73.98328503536243
Zaragoza Mexican Deli-Grocery_1404,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Zaragoza Mexican Deli-Grocery,Mexican Restaurant,40.72995336239989,-73.98073859848814
Suki Curry_1405,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Suki Curry,Japanese Restaurant,40.72715710327842,-73.98613431870041
Gnocco_1406,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Gnocco,Italian Restaurant,40.727110622403615,-73.98026760400236
Dumpling Man_1407,East Village,Manhattan,72665.0,40.727846777270244,-73.98222616506415,26482.390995670994,Dumpling Man,Dumpling Restaurant,40.72739073776658,-73.98473092104267
Champs_1408,East Williamsburg,Brooklyn,50777.0,40.70849241041548,-73.93885815269195,14153.791939373066,Champs,Vegetarian / Vegan Restaurant,40.70833454520133,-73.94081610648125
Win Son_1409,East Williamsburg,Brooklyn,50777.0,40.70849241041548,-73.93885815269195,14153.791939373066,Win Son,Taiwanese Restaurant,40.70742727134007,-73.94328620763692
Wafa's Express_1410,East Williamsburg,Brooklyn,50777.0,40.70849241041548,-73.93885815269195,14153.791939373066,Wafa's Express,Lebanese Restaurant,40.711863237269675,-73.9408984244396
Grand Seafood & Fish Market_1411,East Williamsburg,Brooklyn,50777.0,40.70849241041548,-73.93885815269195,14153.791939373066,Grand Seafood & Fish Market,Seafood Restaurant,40.71201039087221,-73.9407849987926
Ichiran_1412,East Williamsburg,Brooklyn,50777.0,40.70849241041548,-73.93885815269195,14153.791939373066,Ichiran,Ramen Restaurant,40.707441989968885,-73.93344897985983
Tacos Project_1413,East Williamsburg,Brooklyn,50777.0,40.70849241041548,-73.93885815269195,14153.791939373066,Tacos Project,Mexican Restaurant,40.711854266450295,-73.94132724797494
Dumpling Cafe_1414,East Williamsburg,Brooklyn,50777.0,40.70849241041548,-73.93885815269195,14153.791939373066,Dumpling Cafe,Restaurant,40.71227038231309,-73.93939935705295
New Mexico Place_1415,East Williamsburg,Brooklyn,50777.0,40.70849241041548,-73.93885815269195,14153.791939373066,New Mexico Place,Mexican Restaurant,40.70852123918793,-73.94344630150026
Thip Osha_1416,East Williamsburg,Brooklyn,50777.0,40.70849241041548,-73.93885815269195,14153.791939373066,Thip Osha,Thai Restaurant,40.71189474666085,-73.9413449749967
Loving Hut Williamsburg_1417,East Williamsburg,Brooklyn,50777.0,40.70849241041548,-73.93885815269195,14153.791939373066,Loving Hut Williamsburg,Vegetarian / Vegan Restaurant,40.712548942490905,-73.94110598722361
Pedro's II_1418,East Williamsburg,Brooklyn,50777.0,40.70849241041548,-73.93885815269195,14153.791939373066,Pedro's II,Mexican Restaurant,40.7119919025352,-73.94090484687867
Fish & Ting_67,Eastchester,Bronx,37816.89473684211,40.887555677350775,-73.82780644716412,14353.379074112518,Fish & Ting,Caribbean Restaurant,40.88553926848355,-73.82915130799964
Dyre Fish Market_68,Eastchester,Bronx,37816.89473684211,40.887555677350775,-73.82780644716412,14353.379074112518,Dyre Fish Market,Seafood Restaurant,40.889317642958616,-73.83145257358295
Golden Krust Caribbean Bakery and Grill_69,Eastchester,Bronx,37816.89473684211,40.887555677350775,-73.82780644716412,14353.379074112518,Golden Krust Caribbean Bakery and Grill,Caribbean Restaurant,40.888543185027366,-73.83127757319923
McDonald's_70,Eastchester,Bronx,37816.89473684211,40.887555677350775,-73.82780644716412,14353.379074112518,McDonald's,Fast Food Restaurant,40.88563631373264,-73.82683955509486
Royal Caribbean Bakery_71,Eastchester,Bronx,37816.89473684211,40.887555677350775,-73.82780644716412,14353.379074112518,Royal Caribbean Bakery,Caribbean Restaurant,40.888251933965,-73.83145707477787
Xing Lung Chinese Restaurant_72,Eastchester,Bronx,37816.89473684211,40.887555677350775,-73.82780644716412,14353.379074112518,Xing Lung Chinese Restaurant,Chinese Restaurant,40.8887854684858,-73.83122576835156
Mandarin House_73,Edenwald,Bronx,37816.89473684211,40.884561303037316,-73.84808271877169,14353.379074112518,Mandarin House,Chinese Restaurant,40.887899654245025,-73.84705514810834
New Garden Restaurant_1419,Edgemere,Queens,39432.0,40.595641807368494,-73.77613282391705,8803.967071397698,New Garden Restaurant,Asian Restaurant,40.594204059722884,-73.77707390268786
eliner seafood_1420,Edgemere,Queens,39432.0,40.595641807368494,-73.77613282391705,8803.967071397698,eliner seafood,Seafood Restaurant,40.59632824677625,-73.77107683269361
Muscle Maker Grill_1421,Edgewater Park,Bronx,67549.0,40.82198611816349,-73.81388514428619,14353.379074112518,Muscle Maker Grill,American Restaurant,40.819391233745925,-73.81729767562672
Patricia's of Tremont_1422,Edgewater Park,Bronx,67549.0,40.82198611816349,-73.81388514428619,14353.379074112518,Patricia's of Tremont,Italian Restaurant,40.82311888943028,-73.81940281496017
Green Dragon_1423,Edgewater Park,Bronx,67549.0,40.82198611816349,-73.81388514428619,14353.379074112518,Green Dragon,Asian Restaurant,40.81887820776004,-73.81679306899113
Tosca Marquee_1424,Edgewater Park,Bronx,67549.0,40.82198611816349,-73.81388514428619,14353.379074112518,Tosca Marquee,Italian Restaurant,40.819222257989786,-73.81760066505247
Spoto's Italian Restaurant_1425,Edgewater Park,Bronx,67549.0,40.82198611816349,-73.81388514428619,14353.379074112518,Spoto's Italian Restaurant,Italian Restaurant,40.82039946759965,-73.8177024901674
Rino's Italian Restaurant_1426,Edgewater Park,Bronx,67549.0,40.82198611816349,-73.81388514428619,14353.379074112518,Rino's Italian Restaurant,Italian Restaurant,40.821230910311535,-73.81874315720901
Throgs Neck Fried Chicken_1427,Edgewater Park,Bronx,67549.0,40.82198611816349,-73.81388514428619,14353.379074112518,Throgs Neck Fried Chicken,Fast Food Restaurant,40.820301,-73.817791
Xing hui linda_1428,Edgewater Park,Bronx,67549.0,40.82198611816349,-73.81388514428619,14353.379074112518,Xing hui linda,Chinese Restaurant,40.820322026792326,-73.81815921208477
Classic Pizza_793,Egbertville,Staten Island,66764.2,40.57911874296122,-74.12727240604946,2946.1961919978703,Classic Pizza,Italian Restaurant,40.5755147122092,-74.12790539756195
Lacey's Bridge Tavern_794,Elm Park,Staten Island,66764.2,40.630146741193826,-74.1418167896889,2946.1961919978703,Lacey's Bridge Tavern,American Restaurant,40.63420544571375,-74.14378100045411
Bella Mama Rose Italian Restaurant_795,Elm Park,Staten Island,66764.2,40.630146741193826,-74.1418167896889,2946.1961919978703,Bella Mama Rose Italian Restaurant,Italian Restaurant,40.63177190796811,-74.14694965670259
Eim Khao Mun Kai Elmhurst อิ่ม ข้าวมันไก่เอ็มเฮิสท์_1429,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Eim Khao Mun Kai Elmhurst อิ่ม ข้าวมันไก่เอ็มเฮิสท์,Thai Restaurant,40.74301419509326,-73.8830565603355
Lamoon_1430,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Lamoon,Thai Restaurant,40.74285049616353,-73.88291281240058
La Fusta_1431,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,La Fusta,Argentinian Restaurant,40.744701269988134,-73.88461465420586
Taste Good Malaysian Cuisine 好味_1432,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Taste Good Malaysian Cuisine 好味,Malay Restaurant,40.741662849562175,-73.88217675751956
Five Loaves and Two Fishes_1433,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Five Loaves and Two Fishes,Chinese Restaurant,40.74133899324618,-73.88132961897121
iCook Hotpot_1434,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,iCook Hotpot,Hotpot Restaurant,40.743192320724134,-73.88334775044824
Akino_1435,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Akino,Sushi Restaurant,40.741226196477626,-73.88126104688422
JoJu_1436,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,JoJu,Vietnamese Restaurant,40.740689137105754,-73.87938864453935
Paet Rio_1437,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Paet Rio,Thai Restaurant,40.74328084048648,-73.88352539348799
Chao Thai ร้านชาวไทย_1438,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Chao Thai ร้านชาวไทย,Thai Restaurant,40.74141618965643,-73.88010209262605
Lao Bei Fang_1439,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Lao Bei Fang,Chinese Restaurant,40.7410775502016,-73.87999607191509
Pho Bac_1440,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Pho Bac,Vietnamese Restaurant,40.74128317591036,-73.88130142132749
Dek Sen_1441,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Dek Sen,Thai Restaurant,40.741753,-73.87869599999999
Juquila Mexican Cuisine_1442,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Juquila Mexican Cuisine,Mexican Restaurant,40.74735136754207,-73.88291495257691
Genesis Mexican Authentic Cuisine_1443,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Genesis Mexican Authentic Cuisine,Mexican Restaurant,40.743633,-73.88684599999999
Sky Cafe_1444,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Sky Cafe,Indonesian Restaurant,40.741999219253174,-73.87862574881797
Tacos Mi Mexico Lindo_1445,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Tacos Mi Mexico Lindo,Mexican Restaurant,40.74767666598954,-73.88239934125741
Hug Esan NYC_1446,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Hug Esan NYC,Thai Restaurant,40.74363967925668,-73.88739194659337
Pollos a la Brasa Mario_1447,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Pollos a la Brasa Mario,South American Restaurant,40.74765911726058,-73.8848063707082
La Pequeña Colombia_1448,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,La Pequeña Colombia,Colombian Restaurant,40.7479923507268,-73.8821446046723
Pico de Gallo_1449,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Pico de Gallo,Mexican Restaurant,40.74752,-73.88537600000001
Pollos Mario #3_1450,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Pollos Mario #3,South American Restaurant,40.74821955092233,-73.87963869323879
Boon Chu Thai Restaurant_1451,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Boon Chu Thai Restaurant,Thai Restaurant,40.74069431922803,-73.87946577082448
Asian Taste 86_1452,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Asian Taste 86,Indonesian Restaurant,40.74187924440595,-73.87870859475326
Sweet Yummy House 三好小馆_1453,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Sweet Yummy House 三好小馆,Chinese Restaurant,40.74086580641228,-73.87968981355337
Taco Veloz_1454,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,Taco Veloz,Mexican Restaurant,40.74803720580167,-73.88030755060078
La Esquina Del Camaron Mexicano_1455,Elmhurst,Queens,51872.0,40.744048505122024,-73.88165622288388,8803.967071397698,La Esquina Del Camaron Mexicano,Mexican Restaurant,40.74732523206776,-73.88572170259424
Kiku Sushi_796,Eltingville,Staten Island,66764.2,40.542230747450745,-74.1643308041936,2946.1961919978703,Kiku Sushi,Sushi Restaurant,40.544349751680755,-74.16569149258234
TOMO Japanese Cuisine_797,Eltingville,Staten Island,66764.2,40.542230747450745,-74.1643308041936,2946.1961919978703,TOMO Japanese Cuisine,Sushi Restaurant,40.542835249417635,-74.16557764794855
