Neighborhood,Borough,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Pop./km2,Median Household Income
Castleton Corners,Staten Island,40.61333593766742,-74.11918058534843,Tokyo Sushi Japanese,40.61312071928962,-74.12090703168099,Japanese Restaurant,2946.1961919978703,
Central Harlem,Manhattan,40.81597606742414,-73.94321112603905,Yatenga,40.814305996593255,-73.94442992027334,French Restaurant,26482.390995670994,
Central Harlem,Manhattan,40.81597606742414,-73.94321112603905,Belle,40.81689,-73.94268000000001,American Restaurant,26482.390995670994,
Central Harlem,Manhattan,40.81597606742414,-73.94321112603905,Abyssinia Restaurant,40.81630805696321,-73.9460538576632,Ethiopian Restaurant,26482.390995670994,
Central Harlem,Manhattan,40.81597606742414,-73.94321112603905,Ponty Bistro Harlem,40.81788580529937,-73.9415220349791,African Restaurant,26482.390995670994,
Central Harlem,Manhattan,40.81597606742414,-73.94321112603905,Jerkyz,40.81817689825104,-73.94148093717857,Caribbean Restaurant,26482.390995670994,
Central Harlem,Manhattan,40.81597606742414,-73.94321112603905,The Edge Harlem,40.819691575695686,-73.94607292237941,American Restaurant,26482.390995670994,
Central Harlem,Manhattan,40.81597606742414,-73.94321112603905,Keur Sokhna,40.813555995578646,-73.94500077822643,African Restaurant,26482.390995670994,
Central Harlem,Manhattan,40.81597606742414,-73.94321112603905,Renaissance Harlem,40.813413739657825,-73.94498356642218,French Restaurant,26482.390995670994,
Central Harlem,Manhattan,40.81597606742414,-73.94321112603905,88 Chinese Restaurant,40.81318684305849,-73.94146699347901,Chinese Restaurant,26482.390995670994,
Central Harlem,Manhattan,40.81597606742414,-73.94321112603905,Crispy Bamboo Village,40.816278239731716,-73.94693839905996,Chinese Restaurant,26482.390995670994,
Central Harlem,Manhattan,40.81597606742414,-73.94321112603905,Africa Kine Restaurant,40.8137280306601,-73.94442558288573,African Restaurant,26482.390995670994,
Central Harlem,Manhattan,40.81597606742414,-73.94321112603905,House Of Seafood,40.81192091273784,-73.9425440011307,Seafood Restaurant,26482.390995670994,
Central Harlem,Manhattan,40.81597606742414,-73.94321112603905,LightHouse Fish Market & Restaurant,40.814267170630295,-73.94815310035384,Seafood Restaurant,26482.390995670994,
Central Harlem,Manhattan,40.81597606742414,-73.94321112603905,Londel's Restaurant,40.81939003271195,-73.94443958054147,Southern / Soul Food Restaurant,26482.390995670994,
Central Harlem,Manhattan,40.81597606742414,-73.94321112603905,Tio Luca Cocina Bistro Latino,40.811648891729824,-73.94283228075125,Tapas Restaurant,26482.390995670994,
Charleston,Staten Island,40.53053148283314,-74.23215775896526,Applebee's Grill + Bar,40.53013581,-74.22909095,American Restaurant,2946.1961919978703,
Charleston,Staten Island,40.53053148283314,-74.23215775896526,Buddha Lounge,40.52731260578939,-74.2319320888882,Japanese Restaurant,2946.1961919978703,
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,TAO Downtown,40.7425455,-74.00383733,Asian Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,TAO Downtown,40.7425455,-74.00383733,Asian Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Dil-e Punjab Deli,40.744844510092356,-74.00252750283144,Indian Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Dil-e Punjab Deli,40.744844510092356,-74.00252750283144,Indian Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Blossom Restaurant,40.745394449006156,-74.00210631921428,Vegetarian / Vegan Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Blossom Restaurant,40.745394449006156,-74.00210631921428,Vegetarian / Vegan Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Buddakan,40.742119575256034,-74.00461189502684,Chinese Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Buddakan,40.742119575256034,-74.00461189502684,Chinese Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Le Grainne Cafe,40.745371999999996,-74.002337,French Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Le Grainne Cafe,40.745371999999996,-74.002337,French Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,The Meatball Shop,40.745988471693224,-74.00168552269741,Italian Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,The Meatball Shop,40.745988471693224,-74.00168552269741,Italian Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Salinas,40.74366715652635,-74.00293196465896,Tapas Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Salinas,40.74366715652635,-74.00293196465896,Tapas Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Cookshop,40.74573053438201,-74.00559552616573,American Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Cookshop,40.74573053438201,-74.00559552616573,American Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Cull & Pistol,40.74259796206066,-74.00607834860813,Seafood Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Cull & Pistol,40.74259796206066,-74.00607834860813,Seafood Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Bodega Negra,40.74191829186913,-74.00377718708852,Mexican Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Bodega Negra,40.74191829186913,-74.00377718708852,Mexican Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Los Mariscos,40.74199972810892,-74.00589003225505,Seafood Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Los Mariscos,40.74199972810892,-74.00589003225505,Seafood Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Morimoto,40.74272944262605,-74.00643825531006,Japanese Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Morimoto,40.74272944262605,-74.00643825531006,Japanese Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Westville Chelsea,40.741963040023144,-74.0000471919283,American Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Westville Chelsea,40.741963040023144,-74.0000471919283,American Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Cappone’s Salumeria,40.74199309996782,-74.00561730867494,Italian Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Cappone’s Salumeria,40.74199309996782,-74.00561730867494,Italian Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Foragers Table,40.74470851504796,-73.99917564000134,American Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Foragers Table,40.74470851504796,-73.99917564000134,American Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Del Posto,40.743439045313,-74.0074489865516,Italian Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Del Posto,40.743439045313,-74.0074489865516,Italian Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Miznon,40.74238413232278,-74.00645566868867,Israeli Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Miznon,40.74238413232278,-74.00645566868867,Israeli Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Socarrat Paella Bar,40.7427195,-73.9995153,Paella Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Socarrat Paella Bar,40.7427195,-73.9995153,Paella Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Mission Ceviche,40.74094306773332,-74.00481905749146,Seafood Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Mission Ceviche,40.74094306773332,-74.00481905749146,Seafood Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Pepe Giallo,40.746769273468104,-74.00519371032716,Italian Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Pepe Giallo,40.746769273468104,-74.00519371032716,Italian Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Tia Pol,40.747244,-74.004684,Tapas Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Tia Pol,40.747244,-74.004684,Tapas Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Ushiwakamaru,40.74639858583658,-74.00095849509177,Sushi Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Ushiwakamaru,40.74639858583658,-74.00095849509177,Sushi Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Intersect By Lexus,40.74121225142836,-74.00618432811511,French Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Intersect By Lexus,40.74121225142836,-74.00618432811511,French Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.744034706747975,-74.00311633472813,Momofuku Nishi,40.74446841298089,-73.99908911021184,Italian Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.744034706747975,-74.00311633472813,Momofuku Nishi,40.74446841298089,-73.99908911021184,Italian Restaurant,16170.0,101369.0
Chelsea,Manhattan,40.59472602746296,-74.18956045519691,Giorgio & Son,40.591427,-74.190846,Italian Restaurant,16170.0,101369.0
Chelsea,Staten Island,40.59472602746296,-74.18956045519691,Giorgio & Son,40.591427,-74.190846,Italian Restaurant,16170.0,101369.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Kiki's,40.71447608287687,-73.99203609673216,Greek Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Spicy Village,40.717009999999995,-73.99353,Chinese Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,The Fat Radish,40.715322528335335,-73.99194951476356,English Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Wah Fung Number 1 Fast Food 華豐快飯店,40.71727831655619,-73.99417731304892,Chinese Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Xi'an Famous Foods,40.715231941715004,-73.99726288220869,Chinese Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Forgtmenot,40.7144587613216,-73.9915463794752,New American Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Dimes,40.71483045349728,-73.99171854350031,American Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Grand Seoul,40.717446839086094,-73.99425648068716,Korean Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Cervo's,40.714762540056384,-73.99145547895716,Spanish Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Little Sheep Mongolian Hot Pot,40.71763897806861,-73.99518735688362,Hotpot Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Ling Kee,40.714713,-73.991538,Asian Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,New Malaysia,40.715786861307095,-73.9969050590344,Malay Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Shanghai Dumpling,40.71729553680736,-73.99735627052004,Dumpling Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Simple,40.718145142030956,-73.99198775758144,Asian Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,The Commissary,40.71500419213064,-73.99100963130398,American Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Great N.Y. Noodletown,40.715039001656855,-73.99694075378208,Chinese Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Bacaro,40.714467897557796,-73.9915893664933,Italian Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Wayla,40.71832760808518,-73.9930448682461,Thai Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Joe's Shanghai 鹿嗚春,40.71469244280518,-73.9977007699437,Chinese Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Nam Son Vietnamese Restaurant,40.718214526047454,-73.99434463491644,Vietnamese Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,99 Favor Taste 99號餐廳,40.71756,-73.99258,Hotpot Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Jing Fong Restaurant 金豐大酒樓,40.715881202941205,-73.99720861552515,Dim Sum Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Kopitiam,40.71397394589247,-73.9908676845466,Malay Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,The Flower Shop,40.71805698854421,-73.9920596318328,American Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,l'estudio,40.71571997526929,-73.99033245121464,American Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Phở Grand,40.71782396789147,-73.99280072371245,Vietnamese Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Pho Vietnam,40.717530440312295,-73.99412803138348,Vietnamese Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Bêp Gà,40.71722588360544,-73.99382603830483,Vietnamese Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Sun Hing Lung Ho Fun Tofu,40.71296798032269,-73.99514878725047,Chinese Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Zest Ramen,40.718144622768186,-73.99197844783383,Ramen Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Vanessa's Dumpling House,40.718316255518644,-73.991884980019,Dumpling Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Shu Jiao Fu Zhou Cuisine 潭頭王福州小吃 (Shu Jiao Fu Zhou Cuisine),40.718432,-73.991701,Dumpling Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Cafe Katja,40.71772249773717,-73.9904973426323,Austrian Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Yi Ji Shi Mo Noodle Corp,40.7182541242483,-73.99593030303214,Chinese Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,JaJaJa Plantas Mexicana,40.71419762724543,-73.99015687364441,Mexican Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,House Special 甘來飯店,40.7178008638246,-73.99684623787122,Chinese Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Big Wong King 大旺,40.71619620821637,-73.99830311536789,Chinese Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Tofu Tofu,40.71760511582277,-73.99530413000093,Korean Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Wu's Wonton King,40.71399163703321,-73.99016885345091,Cantonese Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Nom Wah Tea Parlor,40.714512,-73.998235,Dim Sum Restaurant,23222.0,35908.0
Chinatown,Manhattan,40.71561842231432,-73.99427936255978,Orchard Grocer,40.71784735323789,-73.99035763050084,Vegetarian / Vegan Restaurant,23222.0,35908.0
City Island,Bronx,40.847246704918135,-73.78648845267412,Artie's Steak and Seafood,40.849542144998146,-73.78731730033616,Italian Restaurant,7183.0,
City Island,Bronx,40.847246704918135,-73.78648845267412,Bistro SK,40.84638676701103,-73.78626182722242,French Restaurant,7183.0,
City Island,Bronx,40.847246704918135,-73.78648845267412,Crab Shanty,40.84880668044418,-73.7872114569968,Seafood Restaurant,7183.0,
City Island,Bronx,40.847246704918135,-73.78648845267412,Black Whale,40.84639784980765,-73.78643822317905,American Restaurant,7183.0,
City Island,Bronx,40.847246704918135,-73.78648845267412,Seafood City,40.85096727524957,-73.78977822188041,Seafood Restaurant,7183.0,
City Island,Bronx,40.847246704918135,-73.78648845267412,Rays Cafe Resturant,40.84389507361973,-73.78532230854034,Spanish Restaurant,7183.0,
City Line,Brooklyn,40.67856995727479,-73.86797598081334,El Rey II Restaurant,40.678182540276325,-73.86987617320915,Latin American Restaurant,11855.0,40432.0
City Line,Brooklyn,40.67856995727479,-73.86797598081334,Barzola,40.681656054552754,-73.87140462683872,South American Restaurant,11855.0,40432.0
City Line,Brooklyn,40.67856995727479,-73.86797598081334,Checkers,40.678593757843814,-73.86683598160744,Fast Food Restaurant,11855.0,40432.0
City Line,Brooklyn,40.67856995727479,-73.86797598081334,El Castillo De Jagua,40.67761527348966,-73.86420083788984,Cuban Restaurant,11855.0,40432.0
City Line,Brooklyn,40.67856995727479,-73.86797598081334,Hing Long Chinese Kitchen,40.67868373752349,-73.8686712035964,Chinese Restaurant,11855.0,40432.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Atera,40.71675176130724,-74.00571150855457,Molecular Gastronomy Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Nish Nūsh,40.71553710116415,-74.00772452925565,Falafel Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Racines,40.71475415146124,-74.00758060020391,French Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Sophie's Cuban Cuisine,40.714802958944674,-74.00765642063459,Cuban Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Takahachi,40.71652647412374,-74.00810108466206,Sushi Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,The Hummus & Pita Co,40.714453031801185,-74.00685274843354,Falafel Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Sole di Capri,40.715342564822116,-74.00768998132274,Italian Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Tiny's and the Bar Upstairs,40.71679304855808,-74.00821998878456,American Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Two Hands Restaurant & Bar,40.71793729407671,-74.0056947993655,Australian Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,The Odeon,40.71701011409906,-74.00804244562225,French Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Sushi of Gari Tribeca,40.71668439227822,-74.00834342869238,Sushi Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Little Park,40.715486585249735,-74.00913313510836,American Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Khe-Yo,40.71675281687664,-74.0085837629522,Asian Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Gran Morsi,40.7142461922744,-74.00792514672227,Italian Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Aahar Indian Cuisine,40.71330656515891,-74.00799405698501,Indian Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Restaurant Marc Forgione,40.71637984317071,-74.00962933453428,New American Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Ecco,40.71533713859952,-74.00884766217825,Italian Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Max,40.716832000000004,-74.00846899999999,Italian Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Maman,40.71897320131639,-74.00626391172409,French Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Au Cheval,40.71807461768801,-74.0019744088625,American Restaurant,26482.390995670994,118931.0
Civic Center,Manhattan,40.71522892046282,-74.00541529873355,Augustine,40.71130993467075,-74.00666043815025,French Restaurant,26482.390995670994,118931.0
Claremont Village,Bronx,40.83142834161548,-73.90119903387668,Golden Krust Caribbean Bakery and Grill,40.83114771665081,-73.90022331991717,Caribbean Restaurant,14353.379074112518,
Claremont Village,Bronx,40.83142834161548,-73.90119903387668,Xing Long Restaurant,40.831984408985136,-73.90351375102463,Chinese Restaurant,14353.379074112518,
Claremont Village,Bronx,40.83142834161548,-73.90119903387668,Empire King Chinese Food,40.834233373431,-73.89844967940307,Chinese Restaurant,14353.379074112518,
Clason Point,Bronx,40.80655112003589,-73.85414416189265,Maravilla's Bar and Grill,40.810829,-73.855604,South American Restaurant,14353.379074112518,36129.0
Clifton,Staten Island,40.61917845202843,-74.072642445484,Korzo Klub,40.61881854110182,-74.06942993402481,Eastern European Restaurant,2946.1961919978703,
Clifton,Staten Island,40.61917845202843,-74.072642445484,Bayou,40.61685347754964,-74.06816056849019,Cajun / Creole Restaurant,2946.1961919978703,
Clifton,Staten Island,40.61917845202843,-74.072642445484,Maizal,40.618334499999996,-74.06954669999998,Mexican Restaurant,2946.1961919978703,
Clifton,Staten Island,40.61917845202843,-74.072642445484,Kum Fung Kitchen,40.62171573608775,-74.07222868703164,Chinese Restaurant,2946.1961919978703,
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Pio Pio,40.76063594478618,-73.99471374607128,Peruvian Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Mémé Mediterranean,40.760904754375375,-73.99460052237752,Mediterranean Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Chez Josephine,40.75874739808714,-73.99339660073382,French Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,La Vela Dining & Bar,40.761156120634936,-73.99813983922871,Italian Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,West Bank Cafe,40.75865263806992,-73.99309881846278,American Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,44 & X,40.76102377100562,-73.99451778340419,American Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Treadwell,40.759963612615174,-73.996284413735,Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Bea,40.759434000000006,-73.99243,New American Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Chef's Table At Brooklyn Fare,40.75602376620261,-73.99636631297123,American Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Sea Breeze Fish Market,40.75717683936692,-73.99351769091956,Seafood Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Legacy Records,40.757591999999995,-73.998352,American Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,The Marshal,40.7613412833165,-73.9942768975244,New American Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Tabata Noodle Restaurant,40.75708471352032,-73.99353918666411,Ramen Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Mercato,40.75629813785912,-73.99350663463123,Italian Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Farida,40.755721641233336,-73.99462746829839,Caucasian Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Ollie's Sichuan Restaurant,40.75869555247971,-73.99322083968677,Chinese Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Tim Ho Wan,40.759360422861725,-73.99187086554677,Dim Sum Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Blossom Du Jour,40.75943408106111,-73.99184750984575,Vegetarian / Vegan Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Tavola,40.75553079277017,-73.99476881950281,Italian Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Il Punto Ristorante,40.75607945804827,-73.9945936203003,Italian Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,Turco Mediterranean Grill,40.75915761782478,-73.99202212667944,Mediterranean Restaurant,26482.390995670994,73591.0
Clinton,Manhattan,40.75910089146212,-73.99611936309479,OBAO Hell's Kitchen,40.76056300016482,-73.99108715100483,Thai Restaurant,26482.390995670994,73591.0
Clinton Hill,Brooklyn,40.69322942188151,-73.96784306216367,Bar Bolinas,40.69334102737389,-73.9672447913059,Restaurant,14153.791939373066,66282.0
Clinton Hill,Brooklyn,40.69322942188151,-73.96784306216367,LaRina Pastificio & Vino,40.69319038108039,-73.97039283330098,Italian Restaurant,14153.791939373066,66282.0
Clinton Hill,Brooklyn,40.69322942188151,-73.96784306216367,Spice & Grill,40.693261996638796,-73.96790613973839,Indian Restaurant,14153.791939373066,66282.0
Clinton Hill,Brooklyn,40.69322942188151,-73.96784306216367,Soco,40.69369808345203,-73.96452603210965,Cajun / Creole Restaurant,14153.791939373066,66282.0
Clinton Hill,Brooklyn,40.69322942188151,-73.96784306216367,Damas Falafel House,40.693101752001574,-73.96956963414635,Falafel Restaurant,14153.791939373066,66282.0
Clinton Hill,Brooklyn,40.69322942188151,-73.96784306216367,Thaiholic,40.69323256143289,-73.97129868016181,Thai Restaurant,14153.791939373066,66282.0
Clinton Hill,Brooklyn,40.69322942188151,-73.96784306216367,Kum Kau,40.69337308636808,-73.96675330374049,Chinese Restaurant,14153.791939373066,66282.0
Clinton Hill,Brooklyn,40.69322942188151,-73.96784306216367,Myrtle Thai,40.693226181152355,-73.96805234974003,Thai Restaurant,14153.791939373066,66282.0
Clinton Hill,Brooklyn,40.69322942188151,-73.96784306216367,Thai 101,40.69321985502257,-73.96752715831622,Thai Restaurant,14153.791939373066,66282.0
Clinton Hill,Brooklyn,40.69322942188151,-73.96784306216367,Da Ciro Brooklyn,40.69329966405071,-73.9671116393784,Italian Restaurant,14153.791939373066,66282.0
Clinton Hill,Brooklyn,40.69322942188151,-73.96784306216367,Chipotle Mexican Grill,40.69297354410361,-73.9701580274973,Mexican Restaurant,14153.791939373066,66282.0
Clinton Hill,Brooklyn,40.69322942188151,-73.96784306216367,Crabby Shack,40.69344,-73.96901,Seafood Restaurant,14153.791939373066,66282.0
Clinton Hill,Brooklyn,40.69322942188151,-73.96784306216367,Mettā,40.691684333371505,-73.97160281344244,New American Restaurant,14153.791939373066,66282.0
